signal_date,trade_date,asset,side,quantity,raw_open_usd,execution_price_usd,usdjpy,notional_jpy,commission_usd,commission_jpy,slippage_jpy,fx_cost_jpy,pre_trade_equity_jpy
2007-01-31,2007-02-01,SPY,BUY,1.7560126423688882,117.912869006,117.97182544050298,120.73999786376952,25000.0,0.2734512223302537,33.01649999999999,12.49999999999756,0.0,100000.0
2007-01-31,2007-02-01,QQQ,BUY,5.549088179163342,37.313605765,37.332262567882495,120.73999786376952,25000.0,0.2734512223302537,33.01649999999999,12.49999999999765,0.0,100000.0
2007-01-31,2007-02-01,GLD,BUY,3.163582714629834,65.45,65.482725,120.73999786376952,25000.0,0.27345122233025376,33.0165,12.499999999999705,0.0,100000.0
2007-01-31,2007-02-01,IEF,BUY,4.116770215603016,49.93023668,49.95520179834,120.73999786376952,24818.264877867463,0.2714633946787545,32.77648969360444,12.409132438933254,0.0,100000.0
2007-02-28,2007-03-01,GLD,SELL,0.0731997347659415,66.23,66.19688500000001,118.7300033569336,575.6052448896662,0.01,1.187300033569336,0.2878026224447907,0.0,97204.75942243848
2007-02-28,2007-03-01,IEF,SELL,0.10777836436382572,51.054248138,51.028721013931,118.7300033569336,653.316991383461,0.01,1.187300033569336,0.3266584956917395,0.0,97204.75942243848
2007-02-28,2007-03-01,SPY,BUY,0.039732466868294736,113.978350103,114.0353392780515,118.7300033569336,537.6855634084424,0.01,1.187300033569336,0.26884278170421344,0.0,97204.75942243848
2007-02-28,2007-03-01,QQQ,BUY,0.16105820587868133,35.835462974,35.853380705487,118.7300033569336,685.2615380615359,0.01,1.187300033569336,0.3426307690306924,0.0,97204.75942243848
2007-03-30,2007-04-02,SPY,SELL,0.019551492276255883,116.285074283,116.22693174585851,117.80999755859376,267.8465349095022,0.01,1.1780999755859376,0.1339232674547334,0.0,97332.17268722279
2007-03-30,2007-04-02,QQQ,SELL,0.10077042338121125,36.821351983,36.8029413070085,117.80999755859376,437.1343763255536,0.01,1.1780999755859376,0.218567188162739,0.0,97332.17268722279
2007-03-30,2007-04-02,GLD,BUY,0.05146074829692127,65.74,65.77287,117.80999755859376,398.5547080966462,0.01,1.1780999755859376,0.19927735404833902,0.0,97332.17268722279
2007-03-30,2007-04-02,IEF,BUY,0.05022566311004087,50.87158914,50.89702493456999,117.80999755859376,301.0115296615692,0.01,1.1780999755859376,0.15050576483074718,0.0,97332.17268722279
2007-04-30,2007-05-01,SPY,SELL,0.02332701625006781,121.405674769,121.3449719316155,119.36000061035156,338.0313589361249,0.01,1.1936000061035157,0.16901567946805376,0.0,101603.02933219163
2007-04-30,2007-05-01,QQQ,SELL,0.12451751954875248,38.799169511,38.779769926244505,119.36000061035156,576.6492118533133,0.01,1.1936000061035157,0.2883246059266165,0.0,101603.02933219163
2007-04-30,2007-05-01,GLD,BUY,0.03534278183239585,66.98,67.01349,119.36000061035156,282.55609860355975,0.01,1.1936000061035157,0.14127804930178184,0.0,101603.02933219163
2007-04-30,2007-05-01,IEF,BUY,0.1026640859943679,51.121183513,51.14674410475649,119.36000061035156,626.4382347094132,0.01,1.1936000061035157,0.3132191173546447,0.0,101603.02933219163
2007-05-31,2007-06-01,SPY,SELL,0.04690679422745235,125.871885416,125.808949473292,121.75,718.8420269869748,0.01,1.2175,0.3594210134934574,0.0,104574.66773827272
2007-05-31,2007-06-01,QQQ,SELL,0.14108252300518379,40.18364178,40.16354995911001,121.75,690.2262646433229,0.01,1.2175,0.34511313232157464,0.0,104574.66773827272
2007-05-31,2007-06-01,GLD,BUY,0.09119061764729194,65.7,65.73285,121.75,729.4314707952472,0.01,1.2175,0.3647157353975821,0.0,104574.66773827272
2007-05-31,2007-06-01,IEF,BUY,0.11005517540160518,50.253746924,50.278873797462,121.75,673.3608905085838,0.01,1.2175,0.33668044525428953,0.0,104574.66773827272
